試合日,年月,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2021-03-07,2021-03,東レアローズ,3,,伊藤望,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-03-07,2021-03,東レアローズ,4,,白井美沙紀,5,■,■,■,■,■,2,0,1,0.0,-50.0,-,0,0,0,-,1,0.20,17,0,3,7,5.9,1,0,0,0.0,1
2021-03-07,2021-03,東レアローズ,5,,中田紫乃,5,■,■,■,■,■,53,17,3,32.1,26.4,3.40,2,0,0,0.0,0,-,13,0,1,3,3.8,18,9,5,63.9,17
2021-03-07,2021-03,東レアローズ,6,,中島未来,3,□,nan,nan,□,□,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,2,1,0,50.0,0
2021-03-07,2021-03,東レアローズ,8,,小川愛里奈,5,■,■,■,■,■,52,15,2,28.8,25.0,3.00,7,2,0,28.6,3,0.60,20,3,1,6,21.2,2,0,1,25.0,21
2021-03-07,2021-03,東レアローズ,11,L,水杉玲奈,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,28,11,8,53.6,0
2021-03-07,2021-03,東レアローズ,13,,野呂加南子,5,■,■,■,■,■,59,13,4,22.0,15.3,2.60,6,0,0,0.0,1,0.20,18,2,3,2,9.7,47,18,12,51.1,16
2021-03-07,2021-03,東レアローズ,14,,大崎琴未,5,■,■,■,■,■,7,3,0,42.9,42.9,0.60,0,0,0,-,3,0.60,21,1,2,5,8.3,2,1,1,75.0,7
2021-03-07,2021-03,東レアローズ,15,,坂本侑,3,□,□,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,5,0,0,0,0.0,0,0,0,-,0
2021-03-07,2021-03,東レアローズ,16,,西川吉野,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-03-07,2021-03,日立リヴァーレ,1,,上坂瑠子,5,■,■,■,■,■,84,27,3,32.1,28.6,5.40,3,0,0,0.0,0,-,11,0,1,4,6.8,25,10,11,62.0,27
2021-03-07,2021-03,日立リヴァーレ,2,,小野寺友香,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-03-07,2021-03,日立リヴァーレ,4,,窪田美侑,4,□,□,nan,□,□,0,0,0,,,-,0,0,0,-,0,-,8,1,0,3,21.9,6,2,4,66.7,1
2021-03-07,2021-03,日立リヴァーレ,6,,芳賀舞波,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-03-07,2021-03,日立リヴァーレ,7,,齋藤加奈子,3,nan,□,nan,□,□,0,0,0,,,-,0,0,0,-,0,-,1,0,0,1,25.0,4,1,2,50.0,0
2021-03-07,2021-03,日立リヴァーレ,10,L,小池杏菜,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,8,4,2,62.5,0
2021-03-07,2021-03,日立リヴァーレ,11,,中村安里,5,■,■,■,■,■,18,9,2,50.0,38.9,1.80,0,0,0,-,0,-,7,0,2,0,-7.1,0,0,0,-,9
2021-03-07,2021-03,日立リヴァーレ,13,,長内美和子,5,■,■,■,■,■,63,23,2,36.5,33.3,4.60,0,0,0,-,2,0.40,19,1,4,4,5.3,0,0,0,-,26
2021-03-07,2021-03,日立リヴァーレ,14,,入澤まい,5,■,■,■,■,■,20,10,0,50.0,50.0,2.00,1,0,0,0.0,2,0.40,22,2,2,9,17.0,0,0,0,-,14
2021-03-07,2021-03,日立リヴァーレ,17,,オクム大庭冬美ハウィ,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-03-07,2021-03,日立リヴァーレ,18,,境紗里奈,5,■,■,■,■,■,2,1,0,50.0,50.0,0.20,0,0,0,-,0,-,25,2,0,7,15.0,1,1,0,100.0,3
2021-03-07,2021-03,日立リヴァーレ,19,,野中瑠衣,5,■,■,■,■,■,29,6,5,20.7,3.4,1.20,0,0,0,-,2,0.40,18,0,0,5,6.9,40,18,6,52.5,8
2021-03-07,2021-03,日立リヴァーレ,20,,上沢沙織,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-03-07,2021-03,日立リヴァーレ,21,,雑賀恵斗,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-03-07,2021-03,KUROBEアクアフェアリーズ,5,,菊池杏菜,5,■,■,■,■,■,0,0,0,,,-,0,0,0,-,0,-,20,0,0,2,2.5,1,0,0,0.0,0
2021-03-07,2021-03,KUROBEアクアフェアリーズ,6,,山城愛心,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,1,1,0,100.0,0
2021-03-07,2021-03,KUROBEアクアフェアリーズ,7,,島田美紅,5,■,■,■,■,■,16,8,1,50.0,43.8,1.60,0,0,0,-,0,-,11,0,1,1,0.0,9,0,4,22.2,8
2021-03-07,2021-03,KUROBEアクアフェアリーズ,9,,舛田紗淑,5,■,■,■,■,■,41,18,1,43.9,41.5,3.60,0,0,0,-,0,-,20,2,3,5,12.5,27,12,6,55.6,20
2021-03-07,2021-03,KUROBEアクアフェアリーズ,10,,リーシモーン,5,■,■,■,■,■,55,29,1,52.7,50.9,5.80,15,11,0,73.3,4,0.80,13,0,0,4,7.7,1,0,0,0.0,33
2021-03-07,2021-03,KUROBEアクアフェアリーズ,11,,杉原若葉,3,■,■,■,nan,nan,11,5,3,45.5,18.2,1.67,0,0,0,-,1,0.33,5,0,1,0,-5.0,2,0,2,50.0,6
2021-03-07,2021-03,KUROBEアクアフェアリーズ,12,,浮島杏加子,2,□,nan,nan,□,nan,6,0,0,0.0,0.0,-,0,0,0,-,0,-,0,0,0,0,,1,0,0,0.0,0
2021-03-07,2021-03,KUROBEアクアフェアリーズ,13,,梅津憂理,5,■,■,■,■,■,26,5,1,19.2,15.4,1.00,0,0,0,-,1,0.20,26,3,2,9,18.3,24,8,10,54.2,9
2021-03-07,2021-03,KUROBEアクアフェアリーズ,14,,細沼綾,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-03-07,2021-03,KUROBEアクアフェアリーズ,16,,星加輝,2,□,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0,0,-,0
2021-03-07,2021-03,KUROBEアクアフェアリーズ,18,L,立石優華,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,27,13,9,64.8,0
2021-03-07,2021-03,KUROBEアクアフェアリーズ,19,,小杉凜華,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-03-07,2021-03,KUROBEアクアフェアリーズ,20,,戸部真由香,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-03-07,2021-03,KUROBEアクアフェアリーズ,21,,道下ひなの,4,□,nan,□,■,■,10,7,0,70.0,70.0,1.75,0,0,0,-,1,0.25,8,0,1,3,6.2,0,0,0,-,8
2021-03-07,2021-03,PFUブルーキャッツ,2,,瀬戸杏華,1,nan,■,nan,nan,nan,6,2,0,33.3,33.3,2.00,0,0,0,-,0,-,3,0,0,1,8.3,0,0,0,-,2
2021-03-07,2021-03,PFUブルーキャッツ,3,L,森田茉莉,4,●,nan,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,18,6,7,52.8,0
2021-03-07,2021-03,PFUブルーキャッツ,4,,ジャラットハタイラット,4,■,nan,■,■,■,7,2,1,28.6,14.3,0.50,0,0,0,-,1,0.25,17,2,3,7,17.6,0,0,0,-,5
2021-03-07,2021-03,PFUブルーキャッツ,6,,村上華澄,1,■,nan,nan,nan,nan,2,0,0,0.0,0.0,-,0,0,0,-,0,-,5,0,0,0,0.0,0,0,0,-,0
2021-03-07,2021-03,PFUブルーキャッツ,7,,合屋咲希,1,nan,■,nan,nan,nan,1,1,0,100.0,100.0,1.00,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,1
2021-03-07,2021-03,PFUブルーキャッツ,8,,高相みな実,4,■,nan,■,■,■,29,17,1,58.6,55.2,4.25,1,0,0,0.0,1,0.25,14,3,2,3,23.2,29,10,9,50.0,21
2021-03-07,2021-03,PFUブルーキャッツ,9,,山下遥香,5,□,■,■,■,□,0,0,0,,,-,0,0,0,-,1,0.20,10,0,1,4,7.5,2,0,0,0.0,1
2021-03-07,2021-03,PFUブルーキャッツ,10,,綿引菜都美,4,nan,■,■,■,■,9,1,1,11.1,0.0,0.25,0,0,0,-,2,0.50,13,1,0,3,13.5,0,0,0,-,4
2021-03-07,2021-03,PFUブルーキャッツ,11,,堀口あやか,2,nan,■,nan,□,nan,11,3,0,27.3,27.3,1.50,3,1,0,33.3,0,-,5,0,0,2,10.0,5,3,0,60.0,3
2021-03-07,2021-03,PFUブルーキャッツ,13,,津賀菜緒,4,■,nan,□,□,□,10,4,0,40.0,40.0,1.00,0,0,0,-,0,-,2,0,0,1,12.5,0,0,0,-,4
2021-03-07,2021-03,PFUブルーキャッツ,14,,島畑奈緒子,5,■,□,□,□,■,1,0,0,0.0,0.0,-,0,0,0,-,0,-,8,0,2,3,3.1,0,0,0,-,0
2021-03-07,2021-03,PFUブルーキャッツ,18,,アコスタロスランディ,5,■,■,■,■,■,53,27,3,50.9,45.3,5.40,7,3,1,42.9,1,0.20,16,0,3,1,-3.1,10,6,2,70.0,28
2021-03-07,2021-03,PFUブルーキャッツ,33,L,和才奈々美,2,nan,●,nan,〇,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,5,3,2,80.0,0
2021-03-07,2021-03,PFUブルーキャッツ,35,,志摩美古都,5,□,□,■,■,■,27,12,1,44.4,40.7,2.40,2,1,0,50.0,0,-,11,1,0,2,13.6,26,16,6,73.1,13
